word,phoneme,en_short,vi,hint_level
wad,/ˈwɑd/,a large amount of money,沃德,2
wadding,,a soft filling material,棉絮,1
wader,/ˈweɪdɝ/,high waterproof boots,涉水,1
wafer,/ˈweɪfɝ/,a thin dry bread food,晶圆,1
waffle,/ˈwɑfəɫ/,to say a lot with no importance,胡扯,2
wag,/ˈwæɡ/,to move from side to side,摇摆,4
wage,/ˈweɪdʒ/,to start and continue,工资,5
wager,/ˈweɪdʒɝ/,to bet,赌注,2
wagon,/ˈwæɡən/,a child's toy,车皮,3
wagtail,,a kind of European bird,鹡鸰,1
waif,/ˈweɪf/,a thin young one with no home,流浪儿,2
wail,/ˈweɪɫ/,a long high sound,哀号,2
wailing,/ˈweɪɫɪŋ/,expressing sad emotions,哀号,2
wainscoting,,wood panel low on a wall,护墙板,1
waist,/ˈweɪst/,the middle part of one's body,腰部,4
waistband,,a band at the top of trousers,腰带,2
waistcoat,,an item worn under a coat,马甲,1
waistline,/ˈweɪstˌɫaɪn/,distance around one's middle,腰围,1
waiter,/ˈweɪtɝ/,one who serves food to people,服务员,5
waitress,/ˈweɪtɹəs/,woman who serves food as work,女服务员,4
waiver,/ˈweɪvɝ/,a statement giving up a right,放弃,4
wakefulness,,a process of paying attention,觉醒,1
walkabout,,public walk of a famous person,散步,1
walker,/ˈwɔkɝ/,one walking in a specified way,沃克,2
walkout,/ˈwɔˌkaʊt/,leaving to show disapproval,退席,1
walkover,,an easy victory,过场,1
walkway,/ˈwɔˌkweɪ/,a passage or path for walking,走道,1
wallaby,/ˈwɑɫəˌbi/,a type of animal,小袋鼠,2
wallboard,/ˈwɔɫˌbɔɹd/,a building material,墙板,1
wallet,/ˈwɔɫət/,folding case that holds money,钱包,4
walleye,/ˈwɔˌɫaɪ/,a type of North American fish,斑眼鱼,1
wallflower,/ˈwɔɫˌfɫaʊɝ/,a kind of garden plant,壁花,1
wallpaper,/ˈwɔɫˌpeɪpɝ/,fancy paper to cover walls,墙纸,3
wally,"/ˈweɪɫi/, /ˈwɔɫi/",a stupid person,沃利,2
walnut,/ˈwɔɫˌnət/,the wood of this tree,核桃,3
walrus,/ˈwɔɫɹəs/,a type of sea animal,海象,1
waltz,"/ˈwɔɫs/, /ˈwɔɫts/",to force to go,华尔兹,2
wampum,/ˈwɑmpəm/,shiny shells used as money,贝壳,2
wand,/ˈwɑnd/,thin stick used by a magician,棍棒,2
wanderer,/ˈwɑndɝɝ/,one whose life is not settled,流浪者,2
wanderlust,/ˈwɑndɝˌɫəst/,a strong desire to travel,流浪癖,1
waning,/ˈweɪnɪŋ/,of a phase of the moon,衰弱,2
wanker,/ˈwɑŋkɝ/,a stupid person,混蛋,1
wannabe,/ˈwɑnəˌbi/,one who tries to be another,想要成为的人,1
wapiti,/wəˈpiti/,a type of an animal,麋鹿,1
warbler,/ˈwɔɹbɫɝ/,a kind of a singing bird,莺,1
ward,/ˈwɔɹd/,a section in a hospital,病房,4
warden,/ˈwɔɹdən/,one who is in charge,典狱长,3
warder,/ˈwɔɹdɝ/,a guard in a prison,看守,1
wardrobe,/ˈwɔɹˌdɹoʊb/,a place where clothes are kept,衣柜,4
wardroom,,quarters in a military ship,军官舱,1
ware,/ˈwɛɹ/,things that are being sold,洁具,4
warehouse,/ˈwɛɹˌhaʊs/,a large building for storing,仓库,4
warehousing,/ˈwɛɹˌhaʊzɪŋ/,act of putting in a storing place,仓储,1
warfare,/ˈwɔɹˌfɛɹ/,a conflict between enemies,战争,4
warhead,/ˈwɔɹˌhɛd/,a part of a missile,弹头,2
warhorse,,an experienced person,战马,1
warlock,/ˈwɔɹˌɫɔk/,a man with magic powers,术士,2
warlord,/ˈwɔɹˌɫɔɹd/,a leader of a military group,军阀,2
warmonger,/ˈwɔɹˌmɑŋɡɝ/,one who wants war,战争贩子,1
warmongering,/ˈwɔɹˌmɑŋɡɝɪŋ/,a policy that supports war,好战的,1
warmth,/ˈwɔɹmθ/,state of being kind,温暖,4
warp,/ˈwɔɹp/,to bend into a different shape,经,3
warplane,/ˈwɔɹˌpɫeɪn/,a military plane with guns,战机,1
warrant,/ˈwɔɹənt/,to give a guarantee for,保证,4
warranty,/ˈwɔɹənti/,a promise about a product,保修单,4
warren,/ˈwɔɹən/,place rabbits live underground,沃伦,2
warrior,"/ˈwɔɹiɝ/, /ˈwɔɹjɝ/",one who fights in battles,战士,4
warship,/ˈwɔɹˌʃɪp/,a military ship with weapons,军舰,1
wart,/ˈwɔɹt/,a skin lump caused by a virus,疣,2
warthog,,a type of wild pig,疣猪,1
wartime,/ˈwɔɹˌtaɪm/,time when a country is at war,战时,3
wasabi,,a type of Japanese food,芥末,1
washbasin,/ˈwɑʃˌbeɪsən/,a sink,脸盆,1
washboard,/ˈwɑʃˌbɔɹd/,a surface used to wash clothes,搓板,1
washbowl,,a sink in the wash room,洗脸盆,1
washcloth,/ˈwɑʃˌkɫɔθ/,a cloth to wash one's face,面巾,2
washday,,a day to wash clothes,洗涤日,1
washer,/ˈwɑʃɝ/,a machine for washing clothes,垫圈,2
washerwoman,,a woman who washes clothes,洗衣妇,1
washing soda,,a chemical used for washing,洗涤碱,1
washout,/ˈwɑˌʃaʊt/,a complete failure,冲刷,2
washrag,,a small piece of cloth,抹布,1
washroom,/ˈwɑʃˌɹum/,a public toilet and sink,卫生间,2
washstand,,a small table used in the past,盥洗台,1
washtub,/ˈwɑʃˌtəb/,container for washing clothes,洗衣盆,1
washup,,the act of cleaning dishes,洗脸刷牙,1
wasp,/ˈwɑsp/,a type of flying insect,黄蜂,2
WASP,/ˈwɑsp/,White Anglo-Saxon Protestant,黄蜂,1
wassail,,a hot drink made with alcohol,痛饮,1
wastage,,poor use of a valuable thing,浪费,1
wastebasket,/ˈweɪstˌbæskət/,a small container for trash,废纸篓,2
wasteland,/ˈweɪstˌɫænd/,land that cannot be used,荒地,1
waster,/ˈweɪstɝ/,one who uses too much,浪费,1
wastewater,/ˈweɪstˌwɔtɝ/,water with waste matter,废水,1
wastrel,,one who wastes,败家子,1
watchband,,band that holds a watch,表带,1
watchdog,/ˈwɑtʃˌdɔɡ/,a dog that's trained to guard,看门狗,3
watcher,/ˈwɑtʃɝ/,one who watches regularly,观察者,2
watchmaker,,one who repairs watches,钟表匠,1
watchman,/ˈwɑtʃmən/,one whose job is to guard,守望者,2
watchtower,,a tower used to watch a place,岗楼,1
watchword,/ˈwɑtʃˌwɝd/,word expressing a rule,口号,1
water under the bridge,,in the past and not important,桥下的水,1
waterbird,,a bird that swims in water,水鸟,1
watercolor,/ˈwɔtɝˌkəɫɝ/,a picture made with this paint,水彩,1
watercolorist,,a type of painter,水彩画家,1
watercourse,,a river or stream,河道,1
watercraft,,a ship or boat,船只,1
watercress,/ˈwɔtɝˌkɹɛs/,a plant that grows in water,豆瓣菜,1
waterfall,/ˈwɔtɝˌfɔɫ/,a place where water falls down,瀑布,3
waterfowl,/ˈwɔtɝˌfaʊɫ/,a bird that swims,水禽,1
waterfront,/ˈwɔtɝˌfɹənt/,the land next to water,海滨,2
waterline,,water level on a ship's side,吃水线,1
Waterloo,/ˈwɔtɝˌɫu/,a final defeat,滑铁卢,1
watermark,/ˈwɔtɝˌmɑɹk/,a unique mark on a paper,水印,1
watermelon,/ˈwɔtɝˌmɛɫən/,a type of large fruit,西瓜,2
waterpower,,power made from moving water,水动力,1
waterproof,/ˈwɔtɝˌpɹuf/,made to resist water,防水的,4
waterproofing,/ˈwɔtɝˌpɹufɪŋ/,a layer that keeps water away,防水,1
watershed,"/ˈwɑtɝˌʃɛd/, /ˈwɔtɝˌʃɛd/",hills from which rivers flow,分水岭,1
waterside,,land next to water,水边,1
waterspout,,a pipe for moving water,水龙卷,1
waterway,/ˈwɔtɝˌweɪ/,a passage of water for boats,水路,1
waterwheel,,a wheel turned by water,水车,1
waterworks,/ˈwɔtɝˌwɝks/,body parts that produce urine,自来水厂,2
watt,/ˈwɑt/,unit of electrical measurement,瓦,4
wattage,/ˈwɑtədʒ/,the amount of power used,瓦数,1
wattle,/ˈwɑtəɫ/,a structure for building walls,荆棘,1
wavelength,/ˈweɪvˌɫɛŋθ/,a distance in energy,波长,3
wavelet,,a small wave,小波,1
wax,/ˈwæks/,a natural matter in the ear,蜡,4
waxing,/ˈwæksɪŋ/,relating to a moon phase,打蜡,2
wayfarer,,one who travels by walking,旅人,1
wayside,/ˈweɪˌsaɪd/,the land next to a road,路边,2
weakening,/ˈwikənɪŋ/,reducing with less pain,削弱,3
weakling,/ˈwikɫɪŋ/,a weak person,弱者,2
weal,,a red raised mark on the skin,福利,1
weaning,/ˈwinɪŋ/,act of replacing milk with food,断奶,2
weaponry,/ˈwɛpənɹi/,weapons,武器,1
wearer,/ˈwɛɹɝ/,a person who wears an item,佩戴者,2
weariness,/ˈwɪɹinəs/,loss of strength and energy,疲劳,4
weasel,/ˈwizəɫ/,a type of small animal,黄鼠狼,2
weather stripping,,material to seal a door,挡风雨条,1
weatherboard,,covering of a building,挡风板,1
weatherman,/ˈwɛðɝˌmæn/,a man who reports the weather,天气预报员,2
weatherstrip,,a narrow piece for a joint,挡风雨条,1
weave,/ˈwiv/,to make by crossing threads,编织,4
webcam,,camera connected to a computer,摄像头,1
Webmaster,/ˈwɛbˌmæstɝ/,one who designs a website,站长,1
wedge,/ˈwɛdʒ/,to use an item to keep open,楔,4
wedgie,,act of pulling another's shorts,韦吉,2
wedlock,/ˈwɛdˌɫɑk/,the state of being married,结婚,2
Wednesday,"/ˈwɛnzˌdeɪ/, /ˈwɛnzdi/",,周三,4
weed,/ˈwid/,to remove wild plants,杂草,4
weeds,/ˈwidz/,a piece of black clothing,杂草,3
weekday,/ˈwikˌdeɪ/,the days Monday through Friday,工作日,4
weekender,/ˈwiˌkɛndɝ/,one who visits on weekends,周末者,1
weeknight,,the evenings of weekdays,周末晚上,1
weenie,,male body part used for sex,维尼,2
weeper,,a thing that makes people cry,哭泣者,1
weevil,/ˈwivəɫ/,a type of insect,象鼻虫,2
weft,,thin pieces used to make cloth,纬线,1
weightlessness,/ˈweɪtɫəsnəs/,a lack of weight,失重,1
weir,/ˈwiɹ/,a low wall across a river,堰,2
weirdo,/ˈwɪɹdoʊ/,a strange or unusual person,怪人,2
weld,/ˈwɛɫd/,a connection of metal pieces,焊接,2
welder,/ˈwɛɫdɝ/,one who joins metal using heat,焊机,2
welfare,/ˈwɛɫˌfɛɹ/,"the state of being happy, healthy, or successful",福利,4
Wellington,/ˈwɛɫɪŋtən/,a type of tall boot,惠灵顿,3
wellness,/ˈwɛɫnəs/,the quality of being healthy,健康,2
wellspring,/ˈwɛɫsˌpɹɪŋ/,a source of something,源泉,1
Welsh,"/ˈwɛɫʃ/, /ˈwɛɫtʃ/",a language,威尔士语,1
Welsh rarebit,,melted cheese served on toast,威尔士干酪,1
welt,/ˈwɛɫt/,a large red mark on the skin,红肿,2
welter,/ˈwɛɫtɝ/,a large and confusing number,韦尔特,1
welterweight,/ˈwɛɫtɝˌweɪt/,fighter who weighs upto 67 kgs,次中量级,1
wench,/ˈwɛntʃ/,a young woman,丫头,2
Wendy house,,playhouse,温迪之家,1
werewolf,/ˈwɛɹˌwʊɫf/,one who becomes an animal,狼人,2
Westerner,/ˈwɛstɝnɝ/,a person from the western US,西方人,1
wetback,,a mean term for a Mexican,湿背,1
wetland,/ˈwɛtˌɫænd/,land covered with low water,湿地,1
wetness,/ˈwɛtnəs/,the state of having liquid,潮湿,1
whack,"/ˈhwæk/, /ˈwæk/",to reduce greatly,重击,2
whale,"/ˈhweɪɫ/, /ˈweɪɫ/",something that is very big,鲸,4
whalebone,,hard part of some sea animals,鲸骨,1
whaler,"/ˈhweɪɫɝ/, /ˈweɪɫɝ/",a type of ship,捕鲸船,1
whammy,"/ˈhwæmi/, /ˈwæmi/",a thing that causes bad luck,重击,2
wharf,"/ˈhwɔɹf/, /ˈwɔɹf/",a platform built on the shore,码头,4
whatchamacallit,,a thing with an unknown name,什么查马卡利特,2
wheat,"/ˈhwit/, /ˈwit/",a type of grain,小麦,4
wheelbarrow,"/ˈhwiɫˌbɛɹoʊ/, /ˈwiɫˌbɛɹoʊ/",a cart for carrying loads,独轮车,1
wheelchair,"/ˈhwiɫˌtʃɛɹ/, /ˈwiɫˌtʃɛɹ/",a chair with wheels,轮椅,3
wheeler,"/ˈhwiɫɝ/, /ˈwiɫɝ/",vehicle with a number of wheels,惠勒,2
wheelhouse,,an area on a ship to drive,驾驶室,1
wheeze,"/ˈhwiz/, /ˈwiz/",to breathe in a loud hard way,喘息声,2
whelk,,a type of sea creature,青春痘,1
whelp,,to give birth,仔,1
whereabouts,"/ˈhwɛɹəˌbaʊts/, /ˈwɛɹəˌbaʊts/",a person or thing's location,下落,4
wherewithal,"/ˈhwɛɹwɪˌðɔɫ/, /ˈwɛɹwɪˌðɔɫ/",means or supplies to do a thing,资金,1
whetstone,"/ˈhwɛtˌstoʊn/, /ˈwɛtˌstoʊn/",stone for making knives sharp,磨石,1
whey,"/ˈhweɪ/, /ˈweɪ/",thin part of separated milk,乳清,2
whiff,"/ˈhwɪf/, /ˈwɪf/",a slight smell of something,气味,2
Whig,"/ˈhwɪɡ/, /ˈwɪɡ/",member of an old British party,辉格党,1
whim,"/ˈhwɪm/, /ˈwɪm/",a sudden desire or decision,一时兴起,2
whimper,"/ˈhwɪmpɝ/, /ˈwɪmpɝ/",to make a quiet crying sound,呜咽,2
whimsy,"/ˈhwɪmsi/, /ˈwɪmsi/",a playful or amusing quality,奇思妙想,2
whine,"/ˈhwaɪn/, /ˈwaɪn/",to make a high crying sound,抱怨,2
whip,"/ˈhwɪp/, /ˈwɪp/",to move quickly,鞭子,4
whiplash,"/ˈhwɪˌpɫæʃ/, /ˈwɪˌpɫæʃ/",a neck injury,鞭打,2
whippersnapper,,one who bothers older people,自吹自擂者,1
whippet,,a small and fast racing dog,惠比特犬,1
whipping,"/ˈhwɪpɪŋ/, /ˈwɪpɪŋ/",act of hitting with an item,鞭打,2
whir,,sound of a thing moving fast,呼呼,1
whirl,"/ˈhwɝɫ/, /ˈwɝɫ/",a fast turning movement,旋转,4
whirligig,,a spinning toy,旋转,1
whirlpool,"/ˈhwɝɫˌpuɫ/, /ˈwɝɫˌpuɫ/",a fast area of water,漩涡,1
whirlwind,"/ˈhwɝɫˌwɪnd/, /ˈwɝɫˌwɪnd/",happening or done very quickly,旋风,2
whirlybird,,a type of aircraft,旋风鸟,1
whirring,"/ˈhwɝɪŋ/, /ˈwɝɪŋ/",a sound of rapid motion,呼呼地,1
whisk,"/ˈhwɪsk/, /ˈwɪsk/",cooking tool used to stir,拂,2
whisker,"/ˈhwɪskɝ/, /ˈwɪskɝ/",hair near an animal's mouth,胡须,2
whiskers,"/ˈhwɪskɝz/, /ˈwɪskɝz/",the hair growing on the face,胡须,1
whiskey,"/ˈhwɪski/, /ˈwɪski/",a type of alcohol,威士忌酒,2
whispering,"/ˈhwɪspɝɪŋ/, /ˈwɪspɝɪŋ/",soft and quiet speech,耳语,3
whist,,a type of card game,惠斯特,1
whistle,"/ˈhwɪsəɫ/, /ˈwɪsəɫ/",to make a high sound,哨,4
whistling,"/ˈhwɪsɫɪŋ/, /ˈwɪsɫɪŋ/",sound made by fast movement,吹口哨,3
whit,"/ˈhwɪt/, /ˈwɪt/",a very small amount,惠特,2
white corpuscle,,a type of blood cell,白细胞,1
whitebait,,young fish that can be eaten,银鱼,1
whiteface,,a clown with white makeup,白脸,1
Whitehall,"/ˈhwaɪtˌhɔɫ/, /ˈwaɪtˌhɔɫ/",a wide street in London,白厅,3
whiteness,"/ˈhwaɪtnəs/, /ˈwaɪtnəs/",a photograph term,白度,2
whiteout,,a type of storm with snow,白化,1
whitewash,"/ˈhwaɪtˌwɑʃ/, /ˈwaɪtˌwɑʃ/",a liquid to make a thing white,粉饰,1
whitey,"/ˈhwaɪˌti/, /ˈhwaɪti/, /ˈwaɪˌti/",a mean term for a white person,怀特,2
whiting,"/ˈhwaɪtɪŋ/, /ˈwaɪtɪŋ/",a type of fish,鳕鱼,1
Whitsun,,a Christian holiday,圣灵降临节,1
whiz,"/ˈhwɪz/, /ˈwɪz/",to pass by quickly,呼啸,2
whiz kid,,a very smart young person,神童,1
whodunit,/huˈdənɪt/,a story or play about a crime,侦探小说,2
whole life insurance,,a type of life insurance,终身人寿保险,1
wholesale,/ˈhoʊɫˌseɪɫ/,business of selling big amounts,批发的,4
wholesaler,/ˈhoʊɫˌseɪɫɝ/,one that sells things to firms,批发商,2
whoop,"/ˈhwup/, /ˈwup/",a high loud sound of joy,呼呼,2
whoosh,"/ˈhwuʃ/, /ˈwuʃ/",to move quickly with a sound,嗖嗖地,2
whopper,"/ˈhwɑpɝ/, /ˈwɑpɝ/",a big lie,弥天大谎,2
whorl,"/ˈhwɔɹɫ/, /ˈwɝɫ/, /ˈwɔɹɫ/",a pattern made by circles,螺纹,1
Wicca,/ˈwɪkə/,a religion based on nature,威卡,1
wick,/ˈwɪk/,to cause to be pulled away from,灯芯,2
wickedness,/ˈwɪkədnəs/,state of being separate from god,邪恶,2
wicker,/ˈwɪkɝ/,thin sticks made into a thing,柳条,1
wickerwork,,a thing made from sticks,柳条制品,1
wicket,"/ˈhwɪkət/, /ˈwɪkət/",curved wires used in a game,便门,3
widget,/ˈwɪdʒɪt/,any small device,小部件,1
widow,/ˈwɪdoʊ/,a woman whose husband has died,寡妇,4
widower,/ˈwɪdoʊɝ/,a man whose wife has died,鳏夫,4
widowhood,,state of having a dead husband,守寡,1
width,/ˈwɪdθ/,a measured and cut material,宽度,4
wiener,"/ˈwaɪnɝ/, /ˈwinɝ/",a small cooked sausage,维纳,2
wig,/ˈwɪɡ/,false hair worn on the head,假发,3
wigging,,speaking in an angry way,说,1
wigmaker,,one who sells false hair,假发师,1
wigwam,/ˈwɪɡwɑm/,tent used by Native Americans,棚屋,1
wildcat,/ˈwaɪɫdˌkæt/,a type of cat,野猫,2
wildcatter,/ˈwaɪɫdˌkætɝ/,one who explores for oil wells,野猫,1
wildebeest,,a type of large African animal,角马,1
wilderness,/ˈwɪɫdɝnəs/,wild and natural area,荒野,4
wildfire,/ˈwaɪɫdˌfaɪɝ/,a fire in a wild area,野火,2
wildflower,/ˈwaɪɫdˌfɫaʊɝ/,a flower that grows by itself,野花,1
wildfowl,,birds that live in the wild,野禽,1
wildlife,/ˈwaɪɫdˌɫaɪf/,animals living in nature,野生动物,5
wildness,/ˈwaɪɫdnəs/,the property of not being calm,野性,1
wile,/ˈwaɪɫ/,the use of tricks to lie to,诡计,1
will-o'-the-wisp,,a goal that cannot be reached,鬼火,1
willingness,/ˈwɪɫɪŋnəs/,agreement to do,愿意,4
willow,/ˈwɪˌɫoʊ/,a type of tree,柳,3
willpower,/ˈwɪɫˌpaʊɝ/,ability to control oneself,意志,4
wimp,/ˈwɪmp/,a weak person,懦夫,2
wimple,,a cloth worn over the head,温普尔,1
winch,/ˈwɪntʃ/,a lifting machine,绞盘,2
windbag,,a person who talks too much,空谈者,2
windbreak,,a protection from wind,防风林,1
windburn,,a minor wound made by wind,风烧伤,1
windcheater,,a light jacket,风衣,1
windfall,/ˈwɪndˌfɔɫ/,money that one gets as a gift,横财,2
windjammer,,a sailing ship,防风罩,2
windlass,/ˈwɪndɫəs/,a machine used to carry things,起锚机,1
windmill,/ˈwɪndˌmɪɫ/,a device powered by the wind,风车,1
windowpane,/ˈwɪndoʊˌpeɪn/,the glass in a window,窗玻璃,1
windowsill,,long narrow base of a window,窗台,2
windpipe,,an air passage from throat,气管,2
windscreen,,a screen used to block wind,挡风玻璃,3
windshield,/ˈwɪndˌʃiɫd/,window at a vehicle's front,挡风玻璃,2
windsock,,a tube to show wind direction,风向袋,1
windstorm,/ˈwɪndˌstɔɹm/,a storm with heavy winds,风暴,1
windup,/ˈwaɪnˌdəp/,having a type of motor,结束,1
windward,/ˈwɪndwɝd/,facing the wind,迎风,2
wineglass,,a drinking glass with a stem,红酒杯,1
winemaker,,company that makes wine,酿酒师,1
winery,/ˈwaɪnɝi/,a place where wine is made,酒厂,4
wingback,/ˈwɪŋˌbæk/,a kind of ball player,边卫,1
winger,/ˈwɪŋɝ/,one at a position in a game,边锋,2
wingman,/ˈwɪŋmən/,one that provides support,僚机,2
wingspan,/ˈwɪŋˌspæn/,the distance between wing tips,翼展,1
wink,/ˈwɪŋk/,to shine off and on,眨眼,4
wino,/ˈwinoʊ/,one with no home who drinks,酒鬼,1
wintertime,/ˈwɪntɝˌtaɪm/,the coldest season of the year,冬季,1
wipeout,/ˈwaɪˌpaʊt/,a sudden violent fall,消灭,1
wiper,/ˈwaɪpɝ/,a device to clean a car window,雨刮器,2
wireless,/ˈwaɪɹɫɪs/,of the use of radio waves,无线的,4
wiretap,/ˈwaɪɝˌtæp/,to place a device to listen,窃听,2
wisdom,/ˈwɪzdəm/,knowledge gained by experience,智慧,4
wise guy,,one doing funny things rudely,有智慧的人,1
wiseacre,,a funny but annoying person,聪明人,1
wisecrack,/ˈwaɪzˌkɹæk/,a funny and smart joke,俏皮话,1
wisenheimer,,one who makes rude comments,维森海默,1
wishbone,/ˈwɪʃˌboʊn/,bone in a bird's chest,叉骨,1
wisp,/ˈwɪsp/,a thin layer of smoke,一缕,1
wisteria,,a type of a plant,紫藤,1
wit,/ˈwɪt/,an ability to say funny things,机智,4
witch,/ˈwɪtʃ/,a woman with magic powers,巫婆,4
witchcraft,/ˈwɪtʃˌkɹæft/,the use of magic powers,巫术,3
witches' brew,,a mixture of dangerous things,女巫酿造,1
withdrawal,"/wɪðˈdɹɔəɫ/, /wɪθˈdɹɔəɫ/",taking money out of an account,退出,4
withe,/ˈwɪθ/,a band made of twisted pieces,枝条,1
withers,/ˈwɪðɝz/,a part of a horse's back,凋零,2
withholding,/wɪθˈhoʊɫdɪŋ/,wages paid as tax,扣缴,2
witticism,,a smart or funny remark,妙语,1
wiz,"/ˈhwɪz/, /ˈwɪz/",one who is good at something,维兹,1
wizard,/ˈwɪzɝd/,one skilled in magic,向导,3
wizardry,/ˈwɪzɝdɹi/,the practice of magic,巫术,1
woe,/ˈwoʊ/,a feeling of great pain,祸患,2
wok,/ˈwɑk/,a pot shaped like a bowl,炒锅,2
wold,/ˈwoʊɫd/,an area of hilly country land,沃尔德,1
wolf,/ˈwʊɫf/,to eat very quickly,狼,4
wolfhound,,a type of dog,狼狗,1
wolverine,/ˌwʊɫvɝˈin/,kind of North American animal,狼獾,1
womanhood,/ˈwʊmənˌhʊd/,state of being an adult woman,女性气质,2
womanizer,/ˈwʊməˌnaɪzɝ/,man who has sexual relationships with many women,好色之徒,2
womankind,,women,女性,1
womb,/ˈwum/,place babies develop,子宫,3
wombat,/ˈwɑmˌbæt/,a type of Australian animal,袋熊,1
wonderfulness,/ˈwəndɝfəɫnəs/,a state of being excellent,精彩,1
wonderland,/ˈwəndɝˌɫænd/,a beautiful place,仙境,2
wonderment,/ˈwəndɝmənt/,a feeling of being amazed,惊奇,1
wonk,/ˈwɑnk/,an expert in a subject,书呆子,1
wont,/ˈwoʊnt/,a usual habit,惯于,2
wonton,,a type of food,馄饨,1
woodcarver,/ˈwʊdˌkɑɹvɝ/,one who makes decorative panels,木雕师,1
woodchuck,/ˈwʊdˌtʃək/,a type of animal,土拨鼠,2
woodcock,/ˈwʊdˌkɑk/,a kind of bird,鹬,1
woodcut,,a piece of wood used to print,木刻,1
woodcutter,,one who cuts down trees,樵夫,1
woodgrain,,a surface produced from wood,木纹,1
woodgraining,,a surface like wood,木纹,1
woodland,"/ˈwʊdˌɫænd/, /ˈwʊdɫənd/",land covered with trees,林地,3
woodpecker,/ˈwʊdˌpɛkɝ/,a type of bird,啄木鸟,2
woodpile,/ˈwʊdpaɪɫ/,a group of wood pieces,木桩,1
woodshed,/ˈwʊdˌʃɛd/,a building to store wood,木棚,2
woodsman,/ˈwʊdzmæn/,one who works in the forest,樵夫,1
woodwind,/ˈwʊdˌwɪnd/,a wind instrument,木管乐器,1
woodwork,/ˈwʊdˌwɝk/,parts of a room made of wood,木制品,3
woodworking,/ˈwʊdˌwɝkɪŋ/,skill of working with wood,木工,1
woof,/ˈwuf/,the sound made by a dog,纬,2
woofer,/ˈwʊfɝ/,a speaker producing low sound,低音喇叭,1
wool,/ˈwʊɫ/,soft and thick hair of sheep,羊毛,5
wop,/ˈwɑp/,rude word for an Italian person,沃普,2
wordplay,,playful use of words,双关语,1
work of art,,something made by an artist,艺术品,1
workaholic,/ˌwɝkəˈhɑɫɪk/,one who chooses to work a lot,工作狂,2
workbench,/ˈwɝkˌbɛntʃ/,a long table used for work,工作台,1
workboard,,a long wood piece for a surface,工作板,1
workbook,/ˈwɝkˌbʊk/,a book containing problems,作业簿,1
workday,/ˈwɝkˌdeɪ/,a day on which one works,工作日,2
workforce,/ˈwɝkˌfɔɹs/,people who work for a business,劳动力,4
workhorse,/ˈwɝkˌhɔɹs/,a machine that works a lot,主力,1
workhouse,,a place for the poor to live,济贫,3
workload,/ˈwɝˌkɫoʊd/,the amount of work to be done,工作量,3
workman,/ˈwɝkmən/,a skilled worker,工人,2
workmanship,/ˈwɝkmənˌʃɪp/,the quality of work,做工,1
workmate,,a person one works with,工友,1
workout,/ˈwɝˌkaʊt/,a period of physical exercise,锻炼,4
workplace,/ˈwɝkˌpɫeɪs/,place where people work,工作场所,3
workroom,/ˈwɝˌkɹum/,a room to do work,工作室,1
worksheet,/ˈwɝkˌʃit/,paper listing a student's task,工作表,1
workshop,/ˈwɝkˌʃɑp/,class where one learns skills,作坊,4
workstation,/ˈwɝkˌsteɪʃən/,an equipment area to do a job,工作站,3
worktable,,a table made for a task,工作表,1
workweek,/ˈwɝˌkwik/,time spent working in a week,工作周,1
worm,/ˈwɝm/,to treat to kill tiny animals,虫,4
wormhole,/ˈwɝmˌhɔɫ/,hole that connects two places,虫洞,2
wormwood,/ˈwɝmˌwʊd/,a type of bad tasting plant,蒿,1
worrier,/ˈwɝiɝ/,one who worries a lot,担心者,2
worriment,,a difficulty that causes stress,忧虑,1
worrywart,,a person who worries too much,忧心忡忡,2
worship,"/ˈwɝʃəp/, /ˈwɝʃɪp/",the act of praying to a god,崇拜,4
worshipper,,one who has a religious faith,崇拜者,1
worshiper,/ˈwɝʃəpɝ/,one who likes too much,崇拜者,1
worsted,/ˈwɝstɪd/,material made of wool,精纺的,1
worthlessness,,state of having no good qualities,无价值,1
worthy,/ˈwɝði/,good and deserving respect,值得,4
wraith,,the spirit of a dead person,幽灵,2
wrangle,/ˈɹæŋɡəɫ/,a dispute that lasts long,争吵,2
wrangler,"/ˈɹæŋɡəɫɝ/, /ˈɹæŋɡɫɝ/",one who takes care of horses,牧马人,2
wrapper,/ˈɹæpɝ/,plastic used to cover things,包装纸,2
wrath,/ˈɹæθ/,extreme anger,愤怒,3
wreath,/ˈɹiθ/,circular arrangement of leaves,花圈,1
wreck,/ˈɹɛk/,to destroy by crashing,破坏,4
wreckage,"/ˈɹɛkədʒ/, /ˈɹɛkɪdʒ/",the broken parts of something,残骸,4
wrecker,/ˈɹɛkɝ/,truck that moves damaged cars,清障车,2
wren,/ˈɹɛn/,a type of small bird,鹪,1
wrench,/ˈɹɛntʃ/,an unpleasant event,扳手,4
wrestler,"/ˈɹɛsəɫɝ/, /ˈɹɛsɫɝ/",a type of athlete,摔跤手,2
wrestling,"/ˈɹɛsəɫɪŋ/, /ˈɹɛsɫɪŋ/",a sport,摔角,4
wretch,/ˈɹɛtʃ/,one who is not happy or lucky,可怜虫,2
wretchedness,,the quality of being poor,不幸,1
wringer,/ˈɹɪŋɝ/,a machine for drying clothes,绞肉机,2
wrinkle,/ˈɹɪŋkəɫ/,cause to develop small folds,皱纹,4
wrist,/ˈɹɪst/,joint between hand and arm,手腕,4
